entity_id	self_mimicry_ratio
0	0.0006549324600900532
1	0.0002836959913756419
10	0.0005301362042247778
100	0.00035201971310393383
101	0.000558113576112739
102	0.0002447081854888046
103	0.00035178236397748593
104	0.000700770847932726
105	0.0007640586797066015
106	0.0007479431563201197
107	0.000544464609800363
108	0.0005063291139240507
109	0.0006157635467980296
11	0.00023709167544783984
110	0.0002598414966870209
111	0.0003930302633302764
112	0.0007361447050163003
113	0.000803766218854059
114	0.0005043500189131257
115	0.0005293245818335803
116	0.000562957402889848
117	0.00021699034392969513
119	0.00026755852842809364
12	0.0008301260282242849
120	0.00026833631484794273
121	0.0003975194784544443
122	0.0002859389520337408
123	0.00045374991897322877
124	0.0002622882022766616
125	0.00043798177995795374
126	0.00040048057669203043
127	0.00022419849039683132
128	0.00021002520302436292
129	0.0003552902721523485
13	0.00033647375504710633
130	0.00025808671713695803
131	0.00039375246095288093
132	0.00029051188193597116
133	0.00035922120842014514
134	0.0005400297016335898
135	0.0003257594266634091
137	0.000285816362986781
138	0.00014795088030773783
139	0.0003430139492339355
14	0.0004235004235004235
140	0.00026972353337828726
141	0.00014934289127837514
142	0.00023668639053254438
143	0.00023917723032767282
144	0.00042814328528614244
145	0.00043368895827912223
146	0.0005718860802928057
147	0.0005378657487091222
148	0.0006210408644888834
149	0.00029380080305552837
15	0.00033753375337533753
150	0.00039946737683089215
151	0.0006313795643481006
152	0.0006633939233116624
153	0.0003541076487252125
154	0.0002998500749625187
155	0.00058459020226821
156	0.000731528895391368
157	0.0008086253369272237
159	0.0007796595486637502
16	0.0005345306820611504
160	0.0007296015564833205
161	0.0003180661577608143
162	0.0008934776134220193
17	0.0003983666965441689
18	0.0003477051460361613
19	0.00022290863930197753
2	0.0002853289064121187
20	0.00036983491914063815
21	0.00018421634367401076
22	0.0001911826559094559
23	0.0005535183006988169
24	0.00023484285099221105
25	0.00034040621808691704
26	0.00036054225555235076
27	0.000562700964630225
28	0.00036510785894666384
29	0.00047561671634219037
3	0.0004742401379607674
30	0.0006359832635983263
31	0.000552689756816507
32	0.00048039392301687384
33	0.0006887052341597796
34	0.0007942811755361397
35	0.0007912783541410233
36	0.0007767325450936394
37	0.0004616805170821791
38	0.0006402048655569782
39	0.0007905138339920949
4	0.0003549335767163574
41	0.0006647278770253427
42	0.0003650361717661114
43	0.0
44	0.0003792188092529389
45	0.0009201748332183115
46	0.00036175087423127937
47	0.0004968944099378882
48	0.0006235969069593415
49	0.00043388653867013776
5	0.0005406623113313809
50	0.0006101901759381674
51	0.0004320027648176948
52	0.0004297378599054577
53	0.00041220115416323167
54	0.0006808124361738341
55	0.00046498651539105364
56	0.0008548632218844985
57	0.0008092251669026907
58	0.0005184033177812338
59	0.0005890437855880621
6	0.0004710315591144607
60	0.0004804722355686732
61	0.0004702194357366771
62	0.00036006378272722595
63	0.00021036814425244178
64	0.00017678255745433118
65	0.00047460844803037496
66	0.0002722323049001815
67	0.0002660079802394072
68	0.0002648024573668044
69	0.0002463487594580327
7	0.00034851301115241634
70	0.0002604980723142649
71	0.0002789400278940028
72	0.0003749933036910055
73	0.0002726776949645519
74	0.000448581361444432
75	0.0009857612267250822
77	0.0007265933153414989
78	0.00016518004625041294
79	0.00030851501439736734
8	0.0006750675067506751
80	0.0003824676814809149
81	0.00027191153811293394
82	0.00046061722708429296
83	0.00042593065848879803
84	0.0007547169811320754
85	0.0005861282969716704
86	0.0006904289289721239
87	0.0005522827687776141
88	0.0005778676683039584
89	0.0004072582469795013
9	0.0005987698002286212
90	0.00026144645249844765
91	0.00019948134849391582
92	0.00038226299694189603
93	0.0004070832485243232
94	0.0007133515634288432
95	0.0006147226064238512
96	0.0004488330341113106
97	0.0005029548598013328
98	0.00031910650179497405
99	0.0005065342923715935
