condition_name	binding_rate	entity_weight
humanMicrobiome	0.004961622444877677	1.0
humanMicrobiome	0.005296223927900302	1.0
humanMicrobiome	0.005470896925431064	1.0
humanMicrobiome	0.005464044457755149	1.0
humanMicrobiome	0.00553925048928615	1.0
humanMicrobiome	0.005088629006592008	1.0
humanMicrobiome	0.005393513251473285	3.0
humanMicrobiome	0.005006236899296581	1.0
humanMicrobiome	0.005137658481885803	14.0
humanMicrobiome	0.005368431476152357	3.0
humanMicrobiome	0.005049075358691741	1.0
humanMicrobiome	0.00562207676481638	1.0
humanMicrobiome	0.005722468594179423	11.0
humanMicrobiome	0.006150711224704088	1.0
humanMicrobiome	0.00580773754459476	1.0
humanMicrobiome	0.00526783729717715	20.0
humanMicrobiome	0.0063845960121574116	12.0
humanMicrobiome	0.005389770838020791	6.0
humanMicrobiome	0.005146152443137097	1.0
humanMicrobiome	0.0058505544317555315	9.0
humanMicrobiome	0.005981357280694388	2.0
humanMicrobiome	0.0052266557631501015	2.0
humanMicrobiome	0.004818276300510559	1.0
humanMicrobiome	0.005158520019340133	5.0
humanMicrobiome	0.006280631707728292	7.0
humanMicrobiome	0.0052201930409581905	1.0
humanMicrobiome	0.005320184790915592	1.0
humanMicrobiome	0.004981519970944694	1.0
humanMicrobiome	0.0051073801540627165	1.0
humanMicrobiome	0.0050327766760249965	1.0
humanMicrobiome	0.0050093339510546685	1.0
humanMicrobiome	0.005077677137299332	1.0
humanMicrobiome	0.005234803423793144	1.0
humanMicrobiome	0.00416915102030883	1.0
humanMicrobiome	0.004780524371378692	3.0
humanMicrobiome	0.004517152288559723	1.0
humanMicrobiome	0.005060534977430567	1.0
humanMicrobiome	0.004752251148968346	6.0
humanMicrobiome	0.004924345866660046	1.0
humanMicrobiome	0.005000334568312678	1.0
humanMicrobiome	0.004919366091675103	2.0
humanMicrobiome	0.00487817044527066	1.0
humanMicrobiome	0.0051273124337326515	1.0
humanMicrobiome	0.005354309606252967	1.0
humanMicrobiome	0.0036921804540889667	16.0
humanMicrobiome	0.0036000257954604243	1.0
humanMicrobiome	0.0036727446256501614	1.0
humanMicrobiome	0.0037791826096600675	2.0
humanMicrobiome	0.004003396714179069	3.0
