condition_name	binding_rate	entity_weight
soilMicrobiome	0.016681086446928586	0.004368303809314966
soilMicrobiome	0.017763998751672064	0.0009843852603808045
soilMicrobiome	0.016697256744952448	0.0017614918760955334
soilMicrobiome	0.017628284402854306	0.0016078406479209661
soilMicrobiome	0.01593070949246156	9.17751676752232e-05
soilMicrobiome	0.017997643023902003	0.0013904047664254904
soilMicrobiome	0.01737483907042883	0.00035847449908033013
soilMicrobiome	0.016872347071045776	0.001107704476453364
soilMicrobiome	0.020184132300929976	0.0010289122583344579
soilMicrobiome	0.020741438774714464	0.0005463255220092833
soilMicrobiome	0.020373361263928427	0.0011629710206761956
soilMicrobiome	0.008972784455601289	0.0028174237813800573
soilMicrobiome	0.008047164898404367	0.002464659046381712
soilMicrobiome	0.008248543333063402	0.00893897470086813
soilMicrobiome	0.006210471195305553	0.0011155325919389725
soilMicrobiome	0.0178548248675408	0.00012684795365203172
soilMicrobiome	0.009080252745047144	0.0006928235525265336
soilMicrobiome	0.007226286225855006	0.004750838968902826
soilMicrobiome	0.006332682286844005	0.012057841755449772
soilMicrobiome	0.009058028894340056	0.004398995079100132
soilMicrobiome	0.010460481326289227	0.0005660904571413994
soilMicrobiome	0.009726729629879525	0.000319735991070047
soilMicrobiome	0.010239548652199778	0.0010517394402995706
soilMicrobiome	0.0080921129201407	0.002700192155316472
soilMicrobiome	0.005977754970052035	0.000435850874055177
soilMicrobiome	0.0061002582229724225	0.0012811952037736773
soilMicrobiome	0.006504564959642633	0.0010038549080491066
soilMicrobiome	0.01818098078788647	0.0008445339626632631
soilMicrobiome	0.01619944732362319	0.001520212390460074
soilMicrobiome	0.015721561741656228	0.01964631676673889
soilMicrobiome	0.016195248990961288	0.03075334057211876
soilMicrobiome	0.01522670277656184	0.0020582210272550583
soilMicrobiome	0.016487179589869692	0.0005371254519559443
soilMicrobiome	0.018900517577435706	0.0024734472390264273
soilMicrobiome	0.009983889658291173	0.01013518963009119
soilMicrobiome	0.012696845734100421	0.010777343064546585
soilMicrobiome	0.012830382345393894	0.16883334517478943
soilMicrobiome	0.01620131588941983	0.01600140705704689
soilMicrobiome	0.013467022181319031	0.000299083098070696
