condition_name	binding_rate	entity_weight
soilMicrobiome	0.0068313585449206295	0.004368303809314966
soilMicrobiome	0.006944099830946402	0.0009843852603808045
soilMicrobiome	0.00663392945442868	0.0017614918760955334
soilMicrobiome	0.006573531251118546	0.0016078406479209661
soilMicrobiome	0.006506979104439263	9.17751676752232e-05
soilMicrobiome	0.006569267406962338	0.0013904047664254904
soilMicrobiome	0.007044281810771923	0.00035847449908033013
soilMicrobiome	0.007174751150156704	0.001107704476453364
soilMicrobiome	0.007859305527498967	0.0010289122583344579
soilMicrobiome	0.00807525311073525	0.0005463255220092833
soilMicrobiome	0.007161872391748676	0.0011629710206761956
soilMicrobiome	0.00894060371832393	0.0028174237813800573
soilMicrobiome	0.009291322047778022	0.002464659046381712
soilMicrobiome	0.008250369938299305	0.00893897470086813
soilMicrobiome	0.008718798224081328	0.0011155325919389725
soilMicrobiome	0.0076638299418982	0.00012684795365203172
soilMicrobiome	0.009995963844124451	0.0006928235525265336
soilMicrobiome	0.00919418771941411	0.004750838968902826
soilMicrobiome	0.009317537019523987	0.012057841755449772
soilMicrobiome	0.009562863353603627	0.004398995079100132
soilMicrobiome	0.008580273520459076	0.0005660904571413994
soilMicrobiome	0.009167556416491163	0.000319735991070047
soilMicrobiome	0.008763804642755016	0.0010517394402995706
soilMicrobiome	0.009879716641876106	0.002700192155316472
soilMicrobiome	0.00880958271726825	0.000435850874055177
soilMicrobiome	0.00912164266220379	0.0012811952037736773
soilMicrobiome	0.009101250297399558	0.0010038549080491066
soilMicrobiome	0.008080150225219334	0.0008445339626632631
soilMicrobiome	0.008045607870548206	0.001520212390460074
soilMicrobiome	0.008225400802415407	0.01964631676673889
soilMicrobiome	0.007993108455081197	0.03075334057211876
soilMicrobiome	0.0076226243220871735	0.0020582210272550583
soilMicrobiome	0.007717744056367886	0.0005371254519559443
soilMicrobiome	0.009149502790836348	0.0024734472390264273
soilMicrobiome	0.00890760577711201	0.01013518963009119
soilMicrobiome	0.009131484529793739	0.010777343064546585
soilMicrobiome	0.009225655876926085	0.16883334517478943
soilMicrobiome	0.008521911872402678	0.01600140705704689
soilMicrobiome	0.00934373841871664	0.000299083098070696
soilMicrobiome	0.008817327329952466	0.0022216730285435915
soilMicrobiome	0.008614970322630203	0.0009633428417146206
soilMicrobiome	0.008158310737354135	0.01288336981087923
humanMicrobiome	0.008143311277099486	1.0
humanMicrobiome	0.007262446715402004	3.0
humanMicrobiome	0.00734064670355538	1.0
humanMicrobiome	0.007573920852868563	1.0
humanMicrobiome	0.007403113342569212	1.0
humanMicrobiome	0.007435155230149271	1.0
humanMicrobiome	0.0072971969150772325	1.0
humanMicrobiome	0.00738110492716929	1.0
humanMicrobiome	0.007327782051455074	1.0
humanMicrobiome	0.007560942029481588	1.0
humanMicrobiome	0.0069145922889799726	1.0
humanMicrobiome	0.007101071608279407	5.0
humanMicrobiome	0.006977395705490171	1.0
humanMicrobiome	0.006955689149246009	1.0
humanMicrobiome	0.007052013902137913	7.0
humanMicrobiome	0.0070951585976627716	1.0
humanMicrobiome	0.0072694107825278164	1.0
humanMicrobiome	0.007234757116304325	1.0
humanMicrobiome	0.007179206952823841	1.0
humanMicrobiome	0.00916930936743584	4.0
humanMicrobiome	0.009000793474756298	7.0
humanMicrobiome	0.00934466107858441	4.0
humanMicrobiome	0.009227837418346735	3.0
humanMicrobiome	0.009274895875727622	1.0
humanMicrobiome	0.008988518087058483	4.0
humanMicrobiome	0.0093718671679198	1.0
humanMicrobiome	0.008881937527500161	4.0
humanMicrobiome	0.009102105628595859	19.0
humanMicrobiome	0.008873870328874335	1.0
humanMicrobiome	0.009096307311588107	12.0
humanMicrobiome	0.009204677559705221	24.0
humanMicrobiome	0.009323065215376092	7.0
humanMicrobiome	0.008673227875141543	2.0
humanMicrobiome	0.008906047589827503	1.0
humanMicrobiome	0.008817111827871935	1.0
humanMicrobiome	0.009587168920733594	2.0
humanMicrobiome	0.00961566300622482	1.0
humanMicrobiome	0.009486099491927807	1.0
humanMicrobiome	0.009569320732089364	1.0
humanMicrobiome	0.009496919173913782	1.0
humanMicrobiome	0.009332355087707911	3.0
humanMicrobiome	0.008957567196149032	3.0
humanMicrobiome	0.008569708735129054	2.0
humanMicrobiome	0.008590851275262731	2.0
humanMicrobiome	0.008819245875090033	6.0
humanMicrobiome	0.00911508900084076	8.0
humanMicrobiome	0.008684131303707633	2.0
humanMicrobiome	0.008487781057110377	1.0
humanMicrobiome	0.008920837384042157	11.0
humanMicrobiome	0.009849288353633502	1.0
humanMicrobiome	0.00987137835341775	1.0
humanMicrobiome	0.009876948686746193	1.0
humanMicrobiome	0.010562617006601636	1.0
humanMicrobiome	0.008945475573722442	2.0
humanMicrobiome	0.009267429125245447	1.0
humanMicrobiome	0.00967078824817343	2.0
humanMicrobiome	0.009699965861459128	1.0
humanMicrobiome	0.009355559931127196	1.0
humanMicrobiome	0.009723489877198805	1.0
humanMicrobiome	0.00932394765325662	2.0
humanMicrobiome	0.009218049430944238	1.0
humanMicrobiome	0.00935151197343122	2.0
humanMicrobiome	0.01003697690707991	1.0
humanMicrobiome	0.008774258599282936	1.0
humanMicrobiome	0.00858330533191333	1.0
humanMicrobiome	0.008495903554262293	1.0
humanMicrobiome	0.00841743708269132	1.0
humanMicrobiome	0.008812274275116837	1.0
humanMicrobiome	0.0087678293740203	1.0
humanMicrobiome	0.009237780757043844	1.0
humanMicrobiome	0.009456650966084928	1.0
humanMicrobiome	0.007894049089071813	1.0
humanMicrobiome	0.00867783562708473	1.0
humanMicrobiome	0.00894764171033084	3.0
humanMicrobiome	0.009291693993287296	1.0
humanMicrobiome	0.009349412052482796	14.0
humanMicrobiome	0.008967291270289413	3.0
humanMicrobiome	0.00900984708066884	1.0
humanMicrobiome	0.008835062517402863	1.0
humanMicrobiome	0.009147285347331629	11.0
humanMicrobiome	0.008568994436206203	1.0
humanMicrobiome	0.008962684977572707	1.0
humanMicrobiome	0.008747622928552024	20.0
humanMicrobiome	0.008098424588667726	12.0
humanMicrobiome	0.008764061950125107	6.0
