condition_name	binding_rate	entity_weight
humanMicrobiome	0.008871930904783531	1.0
humanMicrobiome	0.008440171045541681	9.0
humanMicrobiome	0.008703514043795182	2.0
humanMicrobiome	0.008065629890134747	2.0
humanMicrobiome	0.008617239832588922	1.0
humanMicrobiome	0.008600603227960307	5.0
humanMicrobiome	0.008392995440798719	7.0
humanMicrobiome	0.008471507027292947	1.0
humanMicrobiome	0.009195906408823444	1.0
humanMicrobiome	0.00947105304119322	1.0
humanMicrobiome	0.009902175236422386	1.0
humanMicrobiome	0.009435470883883515	1.0
humanMicrobiome	0.00925105830199306	1.0
humanMicrobiome	0.009800072819138009	1.0
humanMicrobiome	0.008870346984556155	1.0
humanMicrobiome	0.008788527761891434	1.0
humanMicrobiome	0.008705058000580603	3.0
humanMicrobiome	0.0091732938783059	1.0
humanMicrobiome	0.009664837585428243	1.0
humanMicrobiome	0.00932928384008521	6.0
humanMicrobiome	0.008725185380982076	1.0
humanMicrobiome	0.008574693512687935	1.0
humanMicrobiome	0.007885217385503409	2.0
humanMicrobiome	0.009687537358167969	1.0
humanMicrobiome	0.009958696649839376	1.0
humanMicrobiome	0.009688411302972289	1.0
humanMicrobiome	0.00874226283073732	16.0
humanMicrobiome	0.009284771253085357	1.0
humanMicrobiome	0.0088672533728992	1.0
humanMicrobiome	0.009652673801733859	2.0
humanMicrobiome	0.00935025672273723	3.0
