protein_id	peptide_id	count
175	10383	1
2016	10384	1
1025	10385	1
3317	10386	1
2456	10387	1
3667	10388	1
3734	10389	1
2244	10390	1
1904	10391	1
1667	10392	1
1805	10393	1
2211	10394	1
3067	10395	1
3721	10396	1
1985	10397	1
2205	10398	1
1272	10399	1
378	10400	1
2298	10401	1
2299	10402	1
3603	10403	1
634	10404	1
3685	10405	1
824	10406	1
1910	10407	1
347	10408	1
1988	10409	1
1804	10410	1
3177	10411	1
2490	10412	1
3349	10413	1
2873	10414	1
2667	10415	1
3433	10416	1
2360	10417	1
1571	10418	1
2485	10419	1
655	10420	1
521	10421	2
1972	10422	1
3359	10423	1
3458	10424	1
239	10425	1
3521	10426	1
2729	10427	1
542	10428	1
3567	10429	1
1216	10430	1
108	10431	1
2385	10432	1
889	10433	1
623	10434	1
2974	10435	1
2813	10436	1
1828	10437	1
1912	10438	1
1247	10439	1
2886	10440	1
2535	10441	1
2536	10441	1
3559	10442	1
3205	10443	1
3084	10444	1
1130	10445	1
2245	10446	1
492	10447	1
1983	10448	1
1050	10449	1
2687	10450	1
3341	10451	1
3615	10452	1
2967	10453	1
3147	10454	1
2527	10455	1
601	10456	1
1470	10457	1
1935	10458	1
398	10459	1
3621	10460	1
574	10461	1
2349	10462	1
2043	10463	1
3477	10464	1
234	10465	1
576	10466	1
155	10467	1
1014	10468	1
3325	10469	1
1132	10470	1
1987	10471	1
3650	10472	1
3735	10473	1
470	10474	1
2209	10475	1
361	10476	1
743	10477	1
1854	10478	1
2598	10478	1
231	10479	1
2298	10480	1
1828	10481	1
1796	10482	1
9	10483	1
581	10484	1
0	10485	1
436	10486	1
3460	10487	1
1175	10488	1
243	10489	1
121	10490	1
2934	10491	1
1294	10492	1
1623	10493	1
2097	10494	1
557	10495	1
2318	10496	1
2006	10497	1
143	10498	1
0	10499	1
416	10500	1
538	10501	1
3181	10502	1
115	10503	1
3011	10504	1
1768	10505	1
3247	10506	1
2806	10507	1
3477	10508	1
2361	10509	1
3531	10510	1
2260	10511	1
1969	10512	1
2321	10513	1
2813	10514	1
1654	10515	1
474	10516	1
617	10517	1
134	10518	1
1926	10519	1
60	10520	1
1987	10521	1
3121	10522	1
3425	10523	1
906	10524	1
21	10525	1
3628	10526	1
2535	10527	1
1084	10528	1
2565	10529	1
3295	10530	1
2162	10531	1
1803	10532	1
524	10533	1
3425	10534	1
53	10535	1
3091	10536	1
2664	10537	1
3034	10538	1
149	10539	1
3021	10540	1
3111	10541	1
1367	10542	1
1684	10543	1
2791	10544	1
3415	10545	1
3268	10546	1
294	10547	1
174	10548	1
481	10549	1
2598	10550	1
571	10551	1
2547	10552	1
876	10553	1
1724	10554	1
3265	10555	1
2218	10556	1
2420	10557	1
834	10558	1
603	10559	1
2392	10560	1
3221	10561	1
2647	10562	1
1037	10563	1
2843	10564	1
2293	10565	1
3202	10566	1
3045	10567	1
741	10568	1
2417	10569	1
3209	10570	1
35	10571	1
521	10572	1
2714	10573	1
3707	10573	1
2871	10574	1
2265	10575	1
425	10576	1
235	10577	1
788	10578	1
2889	10579	1
2411	10580	1
2266	10581	1
1763	10582	1
2756	10583	1
3441	10584	1
3133	10585	1
3167	10586	1
97	10587	1
2858	10588	1
186	10589	1
110	10590	1
1103	10591	1
1453	10592	1
3748	10593	1
3628	10594	1
3341	10595	1
1908	10596	1
3435	10597	1
2843	10598	1
1123	10599	1
2416	10600	1
3029	10601	1
0	10602	1
234	10603	1
560	10604	1
2491	10605	1
492	10606	1
3505	10607	1
1848	10608	1
2191	10609	1
102	10610	1
557	10610	1
2140	10611	1
2973	10612	1
2166	10613	1
2887	10614	1
3181	10615	1
2636	10616	1
3438	10617	1
1740	10618	1
1834	10619	1
2057	10620	1
1996	10621	1
3139	10622	1
1639	10623	1
3410	10624	1
2626	10625	1
1028	10626	1
1279	10627	1
894	10628	1
100	10629	1
2987	10630	1
3271	10631	1
3442	10632	1
2555	10633	1
3420	10634	1
1235	10635	1
3392	10636	1
3442	10637	1
2581	10638	1
503	10639	1
3091	10640	1
1596	10641	1
3184	10642	1
251	10643	1
1707	10644	1
1972	10645	1
2967	10646	1
2909	10647	1
2626	10648	1
3014	10649	1
3589	10650	1
2970	10651	1
3503	10652	1
485	10653	1
2086	10654	1
2824	10655	1
495	10656	1
346	10657	1
521	10658	1
3553	10659	1
555	10660	1
1145	10661	1
2785	10662	1
2262	10663	1
2853	10664	1
1510	10665	1
1562	10666	1
3175	10667	1
741	10668	1
226	10669	1
2348	10670	1
3391	10671	1
2656	10672	1
2128	10673	1
151	10674	1
151	10675	1
858	10676	1
77	10677	1
2931	10678	1
81	10679	1
196	10680	1
2666	10681	1
873	10682	1
1884	10683	1
2937	10684	1
2665	10685	1
3334	10686	1
1385	10687	1
2675	10688	1
149	10689	1
159	10689	1
1	10690	1
415	10691	1
135	10692	1
3264	10693	1
1686	10694	1
21	10695	1
2109	10696	1
90	10697	1
2973	10698	1
3183	10699	1
3744	10700	1
3034	10701	1
698	10702	1
1367	10703	1
3370	10704	1
564	10705	1
1218	10706	1
3625	10707	1
3031	10708	1
456	10709	1
1870	10710	1
1884	10710	1
2143	10710	1
3097	10710	1
3491	10711	1
3436	10712	1
1335	10713	1
2025	10714	1
194	10715	1
15	10716	1
1995	10717	1
2868	10717	1
2982	10718	1
2695	10719	1
3024	10719	1
1974	10720	1
1393	10721	1
77	10722	1
482	10723	1
2191	10724	1
412	10725	1
2330	10726	1
269	10727	1
73	10728	1
2138	10729	1
3589	10730	1
2962	10731	1
2274	10732	1
2297	10733	1
1722	10734	1
812	10735	1
365	10736	1
35	10737	1
19	10738	1
3271	10739	1
1495	10740	1
572	10741	1
354	10742	1
483	10743	1
114	10744	1
2292	10745	1
1977	10746	1
3349	10747	1
1973	10748	1
57	10749	1
173	10750	1
576	10751	1
108	10752	1
3591	10753	1
1810	10754	1
1672	10755	1
180	10756	1
897	10757	1
2535	10758	1
2690	10759	1
2265	10760	1
3736	10761	1
3124	10762	1
674	10763	1
2238	10764	1
1294	10765	1
116	10766	1
197	10767	1
3609	10768	1
483	10769	1
1900	10770	1
787	10771	1
625	10772	1
2719	10773	1
2120	10774	1
2523	10775	1
1861	10776	1
521	10777	1
2386	10778	1
2593	10779	1
3303	10780	1
3461	10781	1
1310	10782	1
2933	10783	1
2933	10784	1
600	10785	1
469	10786	1
454	10787	1
897	10788	1
3413	10789	1
3173	10790	1
1579	10791	1
1142	10792	1
2286	10793	1
213	10794	1
361	10795	1
2020	10796	1
2557	10797	1
3122	10798	1
3134	10799	1
2418	10800	1
3112	10801	1
3138	10802	1
3321	10803	1
2636	10804	1
1949	10805	1
3120	10806	1
3603	10807	1
1193	10808	1
2651	10809	1
2654	10810	1
3683	10811	1
2603	10812	1
3610	10813	1
381	10814	1
80	10815	1
3321	10816	1
3095	10817	1
2955	10818	1
3378	10819	1
0	10820	1
1944	10821	1
470	10822	1
1647	10823	1
1854	10824	1
3289	10825	1
2360	10826	1
1562	10827	1
912	10828	1
498	10829	1
1142	10830	1
2967	10831	1
6	10832	1
1138	10833	1
52	10834	1
1260	10835	1
1397	10836	1
1077	10837	1
994	10838	1
1224	10839	1
1984	10840	1
3641	10841	1
3072	10842	1
3595	10843	1
3372	10844	1
1306	10845	1
1203	10846	1
1953	10847	1
3014	10848	1
2319	10849	1
3701	10850	1
2746	10851	1
2587	10852	1
2905	10853	1
1839	10854	1
2713	10855	1
3037	10856	1
3015	10857	1
686	10858	1
2182	10859	1
212	10860	1
1194	10861	1
325	10862	1
2948	10863	1
116	10864	1
1233	10865	1
1468	10866	1
1685	10867	1
2775	10868	1
2350	10869	1
3321	10870	1
2815	10871	1
1113	10872	1
2892	10873	1
1886	10874	1
3716	10875	1
1685	10876	1
3271	10877	1
1260	10878	1
1194	10879	1
923	10880	1
3383	10881	1
3359	10882	1
2525	10883	1
3170	10884	1
2396	10885	1
3216	10886	1
2166	10887	1
625	10888	1
2163	10889	1
988	10890	1
8	10891	1
2615	10892	1
189	10893	1
275	10894	1
1104	10895	1
2296	10896	1
3540	10897	1
3174	10898	1
2279	10899	1
2567	10900	1
2865	10901	1
1917	10902	1
443	10903	1
2555	10904	1
483	10905	1
2165	10906	1
2247	10907	1
1367	10908	1
1792	10909	1
1203	10910	1
306	10911	1
9	10912	1
2227	10913	1
2534	10914	1
1714	10915	1
2662	10916	1
760	10917	1
2481	10918	1
2955	10919	1
2267	10920	1
3661	10921	1
1919	10922	1
1743	10923	1
1000	10924	1
3021	10925	1
2909	10926	1
3358	10927	1
3174	10928	1
2785	10929	1
2183	10930	1
425	10931	1
2622	10932	1
2803	10933	1
2778	10934	1
2187	10935	1
2813	10936	1
2364	10937	1
3182	10938	1
1172	10939	1
205	10940	1
2443	10941	1
3096	10942	1
1535	10943	1
2151	10944	1
2243	10945	1
3186	10946	1
2871	10947	1
3575	10948	1
1728	10949	1
2321	10950	1
2003	10951	1
1554	10952	1
85	10953	1
1463	10954	1
1203	10955	1
2535	10956	1
586	10957	1
1433	10958	1
1652	10959	1
3537	10960	1
2149	10961	1
3282	10962	1
2577	10963	1
2784	10964	2
506	10965	1
2784	10966	1
1976	10967	1
2017	10968	1
1674	10969	1
259	10970	1
2306	10971	1
193	10972	1
196	10972	1
2158	10972	1
1960	10973	1
92	10974	1
2909	10975	1
1808	10976	1
381	10977	1
2094	10978	1
418	10979	1
1181	10980	1
2997	10981	1
247	10982	1
2021	10983	1
604	10984	1
552	10985	1
2507	10986	1
391	10987	1
1265	10988	1
1102	10989	1
3433	10990	1
284	10991	1
516	10992	1
498	10993	1
1684	10994	1
2406	10995	1
2912	10996	1
2254	10997	1
2955	10998	1
3232	10999	1
875	11000	1
1190	11001	1
312	11002	1
443	11003	1
597	11004	1
922	11005	1
2907	11006	1
3265	11007	1
2540	11008	1
2390	11009	1
75	11010	1
2390	11011	1
1746	11012	1
1983	11013	1
2694	11014	1
2118	11015	1
1945	11016	1
1947	11017	1
999	11018	1
88	11019	1
1024	11020	1
1795	11021	1
1972	11022	1
3099	11023	1
3309	11024	1
1085	11025	1
3371	11026	1
3530	11027	1
409	11028	1
1574	11029	1
274	11030	1
42	11031	1
453	11032	1
973	11033	1
1277	11034	1
2884	11035	1
2869	11036	1
1689	11037	1
545	11038	1
1460	11039	1
2176	11040	1
1102	11041	1
3347	11042	1
2662	11043	1
2273	11044	1
1510	11045	1
2784	11046	1
3456	11047	1
241	11048	1
2096	11049	1
1506	11050	1
288	11051	1
118	11052	1
3598	11053	1
1290	11054	1
1127	11055	1
3116	11056	1
2507	11057	1
3278	11058	1
446	11059	1
3263	11060	1
2268	11061	1
3094	11061	1
2951	11062	1
462	11063	1
1810	11064	1
2451	11065	1
3262	11066	1
2427	11067	1
2674	11068	1
2370	11069	1
3363	11070	1
3381	11071	1
1467	11072	1
1291	11073	1
214	11074	1
197	11075	1
2565	11076	1
2959	11077	1
521	11078	3
3636	11079	1
3629	11080	1
3265	11081	1
3172	11082	1
3018	11083	1
254	11084	1
229	11085	1
3628	11086	1
1684	11087	1
1978	11088	1
660	11089	1
2927	11090	1
2578	11091	1
15	11092	1
3294	11093	1
3304	11094	1
609	11095	1
401	11096	1
61	11097	1
166	11097	1
284	11098	1
1401	11099	1
1079	11100	1
473	11101	1
838	11102	1
3636	11103	1
2360	11104	1
88	11105	1
3047	11106	1
24	11107	1
416	11108	1
3248	11109	1
3720	11110	1
1004	11111	1
2193	11112	1
2406	11113	1
2871	11114	1
3615	11115	1
1143	11116	1
221	11117	1
3112	11118	1
2298	11119	1
3361	11120	1
2933	11121	1
1854	11122	1
2598	11122	1
357	11123	1
3437	11124	1
1515	11125	1
2836	11126	1
3052	11127	1
3167	11128	1
1809	11129	1
333	11130	1
2155	11131	1
1311	11132	1
178	11133	1
1834	11134	1
2584	11135	1
3537	11136	1
3593	11137	1
125	11138	1
189	11139	1
228	11140	1
194	11141	1
2738	11142	1
1004	11143	1
2977	11144	1
2242	11145	1
2004	11146	1
2546	11147	1
3652	11148	1
559	11149	1
2344	11150	1
245	11151	1
1002	11152	1
2749	11153	1
3101	11154	1
360	11155	1
920	11156	1
2310	11157	1
3699	11158	1
3129	11159	1
2863	11160	1
3289	11161	1
3096	11162	1
1914	11163	1
110	11164	1
3741	11165	1
2057	11166	1
62	11167	1
168	11167	1
3224	11168	1
2969	11169	1
3714	11170	1
3578	11171	1
3425	11172	1
2585	11173	1
3680	11174	1
2423	11175	1
3588	11176	1
3320	11177	1
97	11178	1
378	11179	1
2479	11180	1
2761	11181	1
10	11182	1
1593	11183	1
3748	11184	1
339	11185	1
701	11186	1
349	11187	1
378	11188	1
2832	11189	1
980	11190	1
1551	11191	1
1723	11192	1
3659	11193	1
2026	11194	1
1867	11195	1
521	11196	1
1138	11197	1
1519	11198	1
802	11199	1
3074	11200	1
2583	11201	1
425	11202	1
1120	11203	1
1038	11204	1
206	11205	1
3609	11206	1
2020	11207	1
1854	11208	1
2503	11209	1
3259	11210	1
3278	11211	1
203	11212	1
2419	11213	1
2043	11214	1
371	11215	1
1910	11216	1
3179	11217	1
342	11218	1
71	11219	1
3672	11220	1
132	11221	1
3590	11222	1
1562	11223	1
449	11224	1
95	11225	1
2921	11226	1
582	11227	1
2478	11228	1
95	11229	1
3670	11230	1
2164	11231	1
497	11232	1
3139	11233	1
741	11234	1
2800	11235	1
3616	11236	1
3282	11237	1
445	11238	1
95	11239	1
3362	11240	1
3563	11241	1
2085	11242	1
1967	11243	1
1731	11244	1
74	11245	1
204	11246	1
402	11247	1
1075	11248	1
1044	11249	1
2072	11250	1
3624	11251	1
2093	11252	1
2409	11253	1
3036	11254	1
3325	11255	1
1804	11256	1
2891	11257	1
2461	11258	1
3408	11259	1
471	11260	1
758	11261	1
416	11262	1
1859	11263	1
3647	11264	1
48	11265	1
2731	11266	1
881	11267	1
894	11268	1
2703	11269	1
2892	11270	1
53	11271	1
967	11272	1
1564	11273	1
451	11274	1
205	11275	1
3454	11276	1
3434	11277	1
1913	11278	1
2098	11279	1
2442	11280	1
2189	11281	1
1814	11282	1
435	11283	1
1366	11284	1
2775	11285	1
3252	11286	1
3583	11287	1
50	11288	1
1904	11289	1
3178	11290	1
173	11291	1
113	11292	1
3454	11293	1
553	11294	1
421	11295	1
721	11296	1
3447	11297	1
2594	11298	1
277	11299	1
552	11300	1
204	11301	1
452	11302	1
245	11303	1
3576	11304	1
86	11305	1
564	11306	1
618	11307	1
2490	11308	1
410	11309	1
3673	11310	1
1306	11311	1
696	11312	1
2703	11313	1
3382	11314	1
873	11315	1
3553	11316	1
2664	11317	1
1653	11318	1
1786	11319	1
1119	11320	1
0	11321	1
2027	11322	1
178	11323	1
413	11324	1
535	11325	1
1291	11326	1
3490	11327	1
2367	11328	1
3382	11329	1
594	11330	1
3622	11331	1
2672	11332	1
110	11333	1
2375	11334	1
2967	11335	1
2889	11336	1
2658	11337	1
2620	11338	1
2584	11339	1
2728	11340	1
3596	11341	1
3021	11342	1
2675	11343	1
227	11344	1
2849	11345	1
1119	11346	1
3268	11347	1
2066	11348	1
2545	11349	1
1516	11350	1
2265	11351	1
425	11352	1
3681	11353	1
281	11354	1
2541	11355	1
3621	11356	1
279	11357	1
3677	11358	1
807	11359	1
3415	11360	1
1966	11361	1
785	11362	1
1803	11363	1
2777	11364	1
3752	11365	1
864	11366	1
2457	11367	1
271	11368	1
2092	11369	1
1787	11370	1
2929	11371	1
3157	11372	1
2249	11373	1
1091	11374	1
2023	11375	1
653	11376	1
972	11377	1
3120	11378	1
3438	11379	1
366	11380	1
220	11381	1
2824	11382	1
473	11383	1
569	11384	1
3487	11385	1
3333	11386	1
2848	11387	1
149	11388	1
414	11389	1
364	11390	1
1995	11391	1
2765	11392	1
2479	11393	1
1647	11394	1
148	11395	1
3322	11396	1
2516	11397	1
2128	11398	1
3083	11399	1
2009	11400	1
3372	11401	1
683	11402	1
2657	11403	1
405	11404	1
1910	11405	1
2062	11406	1
444	11407	1
3091	11408	1
3703	11409	1
344	11410	1
2362	11411	1
3131	11412	1
2227	11413	1
3185	11414	1
2433	11415	1
3639	11416	1
152	11417	1
2050	11418	1
1759	11419	1
2535	11420	1
2050	11421	1
1448	11422	1
3633	11423	1
3610	11424	1
1021	11425	1
3608	11426	1
2309	11427	1
2624	11428	1
2115	11429	1
421	11430	1
2433	11431	1
3206	11432	1
3624	11433	1
3078	11434	1
236	11435	1
3024	11436	1
1908	11437	1
3021	11438	1
1993	11439	1
2191	11440	1
2301	11441	1
3309	11442	1
3598	11443	1
2849	11444	1
3273	11445	1
3384	11446	1
385	11447	1
3598	11448	1
2925	11449	1
1654	11450	1
71	11451	1
1934	11452	1
3650	11453	1
904	11454	1
2141	11455	1
812	11456	1
3594	11457	1
3295	11458	1
3104	11459	1
2664	11460	1
1976	11461	1
257	11462	1
3608	11463	1
268	11464	1
2874	11465	1
3278	11466	1
1401	11467	1
166	11468	1
435	11469	1
3282	11470	1
2139	11471	1
3304	11472	1
1753	11473	1
3668	11474	1
2297	11475	1
2142	11476	1
2300	11477	1
894	11478	1
2666	11479	1
52	11480	1
102	11481	1
428	11482	1
3574	11483	1
2787	11484	1
3037	11485	1
742	11486	1
3670	11487	1
15	11488	1
1155	11489	1
1320	11490	1
3177	11491	1
2810	11492	1
2096	11493	1
2660	11494	1
0	11495	1
2858	11496	1
2909	11497	1
2387	11498	1
2418	11499	1
1439	11500	1
3621	11501	1
1910	11502	1
425	11503	1
1908	11504	1
170	11505	1
1883	11506	1
2187	11507	1
378	11508	1
2729	11509	1
280	11510	1
400	11511	1
3132	11512	1
3517	11513	1
1987	11514	1
3206	11515	1
2141	11516	1
1	11517	1
3668	11518	1
3171	11519	1
20	11520	1
143	11521	1
394	11522	1
3386	11523	1
3361	11524	1
3586	11525	1
1459	11526	1
3434	11527	1
283	11528	1
3116	11529	1
3171	11530	1
2114	11531	1
1994	11532	1
1917	11533	1
2189	11534	1
2222	11535	1
2791	11536	1
3184	11537	1
3634	11538	1
3410	11539	1
948	11540	1
1642	11541	1
3262	11542	1
899	11543	1
1043	11544	1
16	11545	1
3157	11546	1
428	11547	1
248	11548	1
71	11549	1
477	11550	1
366	11551	1
576	11552	1
2202	11553	1
565	11554	1
2105	11555	1
296	11556	1
2412	11557	1
405	11558	1
2411	11559	1
2196	11560	1
1295	11561	1
378	11562	1
270	11563	1
480	11564	1
2813	11565	1
3112	11566	1
3171	11566	1
3522	11567	1
457	11568	1
407	11569	1
171	11570	1
3599	11571	1
2274	11572	1
240	11573	1
2798	11574	1
1971	11575	1
541	11576	1
2535	11577	1
373	11578	1
2446	11579	1
73	11580	1
420	11581	1
196	11582	1
2481	11583	1
3576	11584	1
3514	11585	1
360	11586	1
456	11587	1
2900	11588	1
468	11589	1
3580	11590	1
185	11591	1
3425	11592	1
3325	11593	1
1908	11594	1
3031	11595	1
3269	11596	1
403	11597	1
496	11598	1
2921	11599	1
254	11600	1
588	11601	1
3271	11602	1
2197	11603	1
521	11604	1
3508	11605	1
3436	11606	1
2849	11607	1
3271	11608	1
360	11609	1
170	11610	1
355	11611	1
102	11612	1
3434	11613	1
495	11614	1
414	11615	1
3282	11616	1
3446	11617	1
2301	11618	1
449	11619	1
229	11620	1
3294	11621	1
227	11622	1
0	11623	1
3458	11624	1
3325	11625	1
3	11626	1
101	11627	1
2789	11628	1
2189	11629	1
3509	11630	1
423	11631	1
1128	11632	1
1037	11633	1
2920	11634	1
484	11635	1
2189	11636	1
2604	11637	1
2891	11638	1
77	11639	1
2664	11640	1
421	11641	1
1805	11642	1
234	11643	1
107	11644	1
3258	11645	1
3230	11646	1
3103	11647	1
144	11648	1
2193	11649	1
2541	11650	1
108	11651	1
154	11652	1
742	11653	1
2884	11654	1
227	11655	1
274	11656	1
272	11657	1
3273	11658	1
1849	11659	1
18	11660	1
1922	11661	1
2812	11662	1
2608	11663	1
2195	11664	1
3608	11665	1
3368	11666	1
475	11667	1
3592	11668	1
492	11669	1
2514	11670	1
3078	11671	1
556	11672	1
479	11673	1
1340	11674	1
3621	11675	1
240	11676	1
77	11677	1
3574	11678	1
2719	11679	1
1865	11680	1
3574	11681	1
2704	11682	1
2583	11683	1
370	11684	1
1957	11685	1
1958	11685	1
2693	11686	1
2207	11687	1
2858	11688	1
557	11689	1
1543	11690	1
673	11691	1
977	11692	1
3442	11693	1
2406	11694	1
436	11695	1
357	11696	1
251	11697	1
2902	11698	1
620	11699	1
541	11700	1
452	11701	1
159	11702	1
2695	11703	1
2331	11704	1
2242	11705	1
2734	11706	1
274	11707	1
3369	11708	1
2150	11709	1
2614	11710	1
3148	11711	1
352	11712	1
1914	11713	1
3674	11714	1
3178	11715	1
77	11716	1
77	11717	1
2189	11718	1
3735	11719	1
793	11720	1
77	11721	1
71	11722	1
2719	11723	1
3228	11724	1
1316	11725	1
283	11726	1
2789	11727	1
1770	11728	1
208	11729	1
3314	11730	1
2412	11731	1
2747	11732	1
2136	11733	1
521	11734	1
521	11735	2
433	11736	1
2933	11737	1
3068	11738	1
2289	11739	1
1743	11740	1
1892	11741	1
3065	11742	1
273	11743	1
3184	11744	1
3606	11745	1
1952	11746	1
3330	11747	1
3758	11748	1
3372	11749	1
347	11750	1
2967	11751	1
3221	11752	1
2058	11753	1
1971	11754	1
3624	11755	1
381	11756	1
3092	11757	1
568	11758	1
386	11759	1
2686	11760	1
55	11761	1
2688	11762	1
570	11763	1
3460	11764	1
40	11765	1
2813	11766	1
3186	11767	1
333	11768	1
1482	11769	1
2748	11770	1
1191	11771	1
1507	11772	1
3068	11773	1
3734	11774	1
312	11775	1
1540	11776	1
3740	11777	1
233	11778	1
2697	11779	1
1506	11780	1
2361	11781	1
2851	11782	1
2843	11783	1
2430	11784	1
2099	11785	1
2683	11786	1
1260	11787	1
381	11788	1
2713	11789	1
2488	11790	1
3406	11791	1
2531	11792	1
3114	11793	1
3344	11794	1
454	11795	1
1967	11796	1
3448	11797	1
83	11798	1
109	11798	1
221	11799	1
2184	11800	1
3141	11801	1
236	11802	1
601	11803	1
1397	11804	1
245	11805	1
254	11806	1
3520	11807	1
2282	11808	1
3407	11809	1
2114	11810	1
3655	11811	1
1816	11812	1
2708	11813	1
409	11814	1
94	11815	1
1736	11816	1
2153	11817	1
253	11818	1
3341	11819	1
792	11820	1
3624	11821	1
3668	11822	1
37	11823	1
1908	11824	1
2183	11825	1
2712	11826	1
3670	11827	1
73	11828	1
1788	11829	1
223	11830	1
906	11831	1
275	11832	1
0	11833	1
2189	11834	1
2196	11835	1
360	11836	1
306	11837	1
2806	11838	1
3272	11839	1
1685	11840	1
1093	11841	1
176	11842	1
2872	11843	1
2587	11844	1
3137	11845	1
968	11846	1
360	11847	1
3452	11848	1
352	11849	1
435	11850	1
3721	11851	1
2361	11852	1
3616	11853	1
2228	11854	1
321	11855	1
222	11856	1
2774	11857	1
359	11858	1
2581	11859	1
454	11860	1
2245	11861	1
714	11862	1
310	11863	1
493	11864	1
1740	11865	1
2899	11866	1
2955	11867	1
1080	11868	1
243	11869	1
53	11870	1
3214	11871	1
1969	11872	1
229	11873	1
213	11874	1
1914	11875	1
3382	11876	1
310	11877	1
1619	11878	1
1002	11879	1
3283	11880	1
1723	11881	1
153	11882	1
3312	11883	1
3624	11884	1
1699	11885	1
2237	11886	1
2626	11887	1
2654	11888	1
3636	11889	1
1658	11890	1
347	11891	1
2771	11892	1
2581	11893	1
4	11894	1
524	11895	1
2845	11896	1
3609	11897	1
305	11898	1
2490	11899	1
2465	11900	1
2884	11901	1
1296	11902	1
2618	11903	1
383	11904	1
2803	11905	1
3185	11906	1
281	11907	1
3508	11908	1
3236	11909	1
3731	11910	1
405	11911	1
3410	11912	1
457	11913	1
119	11914	1
3234	11915	1
521	11916	2
2060	11917	1
3600	11918	1
2674	11919	1
2333	11920	1
2997	11921	1
1355	11922	1
2863	11923	1
3315	11924	1
97	11925	1
909	11926	1
255	11927	1
1271	11928	1
2079	11929	1
767	11930	1
2436	11931	1
3017	11932	1
202	11933	1
1972	11934	1
1070	11935	1
1647	11936	1
2210	11937	1
636	11938	1
3	11939	1
1794	11940	1
1579	11941	1
2799	11942	1
1296	11943	1
1976	11944	1
2538	11945	1
2186	11946	1
3300	11947	1
1002	11948	1
2460	11949	1
1694	11950	1
895	11951	1
2705	11952	1
2409	11953	1
3017	11954	1
129	11955	1
3121	11956	1
3366	11957	1
3735	11958	1
1448	11959	1
1493	11960	1
2516	11961	1
2235	11962	1
576	11963	1
3611	11964	1
2825	11965	1
1162	11966	1
2622	11967	1
1236	11968	1
1908	11969	1
3271	11970	1
3618	11971	1
3386	11972	1
1853	11973	1
1658	11974	1
761	11975	1
3312	11976	1
21	11977	1
1019	11978	1
33	11979	1
2204	11980	1
3279	11981	1
3253	11982	1
153	11983	1
715	11984	1
1385	11985	1
3111	11986	1
559	11987	1
2849	11988	1
3030	11989	1
2204	11990	1
2961	11991	1
1503	11992	1
557	11993	1
1112	11994	1
2849	11995	1
2693	11996	1
2176	11997	1
2668	11998	1
2981	11999	1
3709	12000	1
1803	12001	1
806	12002	1
1854	12003	1
3604	12004	1
2700	12005	1
3334	12006	1
2858	12007	1
3372	12008	1
2845	12009	1
2620	12010	1
126	12011	1
3056	12012	1
2543	12013	1
1944	12014	1
1202	12015	1
1908	12016	1
2753	12017	1
1517	12018	1
3580	12019	1
1850	12020	1
46	12021	1
2219	12022	1
1731	12023	1
157	12024	1
995	12025	1
2199	12026	1
3696	12027	1
2208	12028	1
2549	12029	1
2549	12030	1
3079	12031	1
1588	12032	1
700	12033	1
0	12034	1
2199	12035	1
116	12036	1
77	12037	1
3626	12038	1
3631	12039	1
3494	12040	1
2729	12041	1
2044	12042	1
3208	12043	1
1201	12044	1
2578	12045	1
2825	12046	1
3405	12047	1
3646	12048	1
2069	12049	1
3	12050	1
194	12051	1
3600	12052	1
1430	12053	1
1561	12054	1
204	12055	1
619	12056	1
3225	12057	1
2247	12058	1
1362	12059	1
535	12060	1
1898	12061	1
296	12062	1
3151	12063	1
3054	12064	1
158	12065	1
184	12065	1
467	12066	1
2695	12067	1
243	12068	1
3182	12069	1
1448	12070	1
484	12071	1
3288	12072	1
25	12073	1
2951	12074	1
2392	12075	1
3119	12076	1
2584	12077	1
443	12078	1
556	12079	1
253	12080	1
3116	12081	1
674	12082	1
2030	12083	1
2483	12084	1
2115	12085	1
1802	12086	1
2191	12087	1
3516	12088	1
3224	12089	1
2664	12090	1
2779	12091	1
830	12092	1
3588	12093	1
3014	12094	1
184	12095	1
2869	12096	1
1310	12097	1
2360	12098	1
416	12099	1
95	12100	1
3	12101	1
3338	12102	1
2392	12103	1
3611	12104	1
3288	12105	1
1306	12106	1
3323	12107	1
1791	12108	1
2691	12109	1
3374	12110	1
116	12111	1
2570	12112	1
3721	12113	1
121	12114	1
328	12115	1
402	12116	1
2138	12117	1
1934	12118	1
2438	12119	1
2422	12120	1
2260	12121	1
3366	12122	1
1163	12123	1
2686	12124	1
1453	12125	1
1221	12126	1
136	12127	1
2584	12128	1
1063	12129	1
3070	12130	1
397	12131	1
2771	12132	1
572	12133	1
393	12134	1
2628	12135	1
2907	12136	1
75	12137	1
3035	12138	1
2125	12139	1
651	12140	1
3446	12141	1
3249	12142	1
355	12143	1
2789	12144	1
1123	12145	1
1904	12146	1
2729	12147	1
469	12148	1
1472	12149	1
3630	12150	1
3033	12151	1
2166	12152	1
1024	12153	1
2000	12154	1
0	12155	1
1192	12156	1
3124	12157	1
278	12158	1
3387	12159	1
2806	12160	1
2001	12161	1
1308	12162	1
675	12163	1
2946	12164	1
459	12165	1
1284	12166	1
557	12167	1
1107	12168	1
2065	12169	1
2263	12170	1
2166	12171	1
423	12172	1
278	12173	1
2585	12174	1
498	12175	1
1802	12176	1
236	12177	1
3652	12178	1
3253	12179	1
